json_filename_1	json_filename_2	metric	value_1	value_2	value_same
robot_latest/htn-metrics.json	robot_dev/htn-metrics.json	owl2dl_profile_violation	{'IllegalPunning': 50, 'UseOfNonAbsoluteIRI': 8}	{'IllegalPunning': 68, 'UseOfReservedVocabularyForAnnotationPropertyIRI': 1, 'UseOfNonAbsoluteIRI': 8}	False
