json_filename_1	json_filename_2	metric	value_1	value_2	value_same
robot_latest/ornaseq-metrics.json	robot_dev/ornaseq-metrics.json	owl2dl_profile_violation	{'UseOfReservedVocabularyForAnnotationPropertyIRI': 17, 'UseOfUndeclaredAnnotationProperty': 4}	{'UseOfReservedVocabularyForAnnotationPropertyIRI': 19, 'UseOfUndeclaredAnnotationProperty': 4}	False
