json_filename_1	json_filename_2	metric	value_1	value_2	value_same
robot_latest/obi-metrics.json	robot_dev/obi-metrics.json	owl2dl_profile_violation	{}	{'UseOfReservedVocabularyForAnnotationPropertyIRI': 1}	False
robot_latest/obi-metrics.json	robot_dev/obi-metrics.json	owl2_dl	True	False	False
