json_filename_1	json_filename_2	metric	value_1	value_2	value_same
robot_latest/ohpi-metrics.json	robot_dev/ohpi-metrics.json	owl2dl_profile_violation	{'IllegalPunning': 5882}	{'IllegalPunning': 5890, 'UseOfReservedVocabularyForAnnotationPropertyIRI': 1}	False
