json_filename_1	json_filename_2	metric	value_1	value_2	value_same
robot_latest/gsso-metrics.json	robot_dev/gsso-metrics.json	owl2dl_profile_violation	{'UseOfReservedVocabularyForAnnotationPropertyIRI': 2}	{'UseOfReservedVocabularyForAnnotationPropertyIRI': 5}	False
