json_filename_1	json_filename_2	metric	value_1	value_2	value_same
robot_latest/labo-metrics.json	robot_dev/labo-metrics.json	owl2dl_profile_violation	{'UseOfReservedVocabularyForAnnotationPropertyIRI': 6, 'UseOfNonSimplePropertyInCardinalityRestriction': 21}	{'UseOfReservedVocabularyForAnnotationPropertyIRI': 8, 'UseOfNonSimplePropertyInCardinalityRestriction': 21}	False
