json_filename_1	json_filename_2	metric	value_1	value_2	value_same
robot_latest/ecto-metrics.json	robot_dev/ecto-metrics.json	owl2dl_profile_violation	{}	{'UseOfUnknownDatatype': 1}	False
robot_latest/ecto-metrics.json	robot_dev/ecto-metrics.json	owl2_dl	True	False	False
