json_filename_1	json_filename_2	metric	value_1	value_2	value_same
robot_latest/psdo-metrics.json	robot_dev/psdo-metrics.json	unsatisfiable_class_count	21	46	False
robot_latest/psdo-metrics.json	robot_dev/psdo-metrics.json	owl2dl_profile_violation	{'UseOfNonSimplePropertyInCardinalityRestriction': 5, 'UseOfUndeclaredAnnotationProperty': 2}	{'UseOfReservedVocabularyForAnnotationPropertyIRI': 1, 'UseOfNonSimplePropertyInCardinalityRestriction': 5, 'UseOfUndeclaredAnnotationProperty': 2}	False
