json_filename_1	json_filename_2	metric	value_1	value_2	value_same
robot_latest/proco-metrics.json	robot_dev/proco-metrics.json	owl2dl_profile_violation	{'IllegalPunning': 5, 'UseOfReservedVocabularyForAnnotationPropertyIRI': 2}	{'IllegalPunning': 7, 'UseOfReservedVocabularyForAnnotationPropertyIRI': 3}	False
