json_filename_1	json_filename_2	metric	value_1	value_2	value_same
robot_latest/sepio-metrics.json	robot_dev/sepio-metrics.json	owl2dl_profile_violation	{'IllegalPunning': 7}	{'IllegalPunning': 13}	False
