json_filename_1	json_filename_2	metric	value_1	value_2	value_same
robot_latest/pdro-metrics.json	robot_dev/pdro-metrics.json	owl2dl_profile_violation	{'UseOfReservedVocabularyForAnnotationPropertyIRI': 1, 'UseOfNonSimplePropertyInCardinalityRestriction': 8}	{'UseOfReservedVocabularyForAnnotationPropertyIRI': 2, 'UseOfNonSimplePropertyInCardinalityRestriction': 8}	False
