json_filename_1	json_filename_2	metric	value_1	value_2	value_same
robot_latest/cido-metrics.json	robot_dev/cido-metrics.json	owl2dl_profile_violation	{'IllegalPunning': 9668, 'UseOfReservedVocabularyForObjectPropertyIRI': 1, 'InsufficientOperands': 88}	{'IllegalPunning': 9702, 'UseOfReservedVocabularyForObjectPropertyIRI': 2, 'UseOfReservedVocabularyForAnnotationPropertyIRI': 1, 'InsufficientOperands': 88}	False
